ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID	ALIGNMENT
9492	KCYBuu2	horse	kə̀kàɲàm / bə̀kàɲàm	kə̀kàɲam	k ə.¹/ə k a.¹/a ɲ a.³/a m		1 7 1 7 4 7 4	AXBYBYN	KEKANAM	17	17.K.C 17.E.V 17.K.C 17.A.V 17.N.C 17.A.V 17.M.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	kə.¹/əka.¹/aɲa.³/am	0	1661	k ə.¹/ə - k a.¹/a ɲ a.³/a m
9493	KHKFang12	horse	kàɲàm / bə̀kàɲàm	kàɲam	k a.¹/a ɲ a.³/a m		1 7 4 7 4	AXBYN	KANAM	22	22.K.C 22.A.V 22.N.C 22.A.V 22.M.c	2.0 1.5 1.75 1.3 0.8	ka.¹/aɲa.³/am	0	1661	- - - k a.¹/a ɲ a.³/a m
9494	DPNFang13	horse	kə̀kàɲàm / bə̀kàɲàm	kə̀kàɲam	k ə.¹/ə k a.¹/a ɲ a.³/a m		1 7 1 7 4 7 4	AXBYBYN	KEKANAM	10	10.K.C 10.E.V 10.K.C 10.A.V 10.N.C 10.A.V 10.M.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	kə.¹/əka.¹/aɲa.³/am	0	1661	k ə.¹/ə - k a.¹/a ɲ a.³/a m
9495	JGYKoshin3	horse	kə̀kʊ̂m / bə̀kʊ̂m	kə̀kʊ̂m	k ə.¹/ə k ʊ.¹⁵/ʊ m		1 7 1 7 4	AXBYN	KEKYM	14	14.K.C 14.E.V 14.K.C 14.Y.V 14.M.c	2.0 1.5 1.75 1.3 0.8	kə.¹/əkʊ.¹⁵/ʊm	0	1656	k ə.¹/ə k - ʊ.¹⁵/ʊ m
9496	TELKoshin4	horse	kə̀kʊ̂m / bə̀kʊ̂m	kə̀kʊ̂m	k ə.¹/ə k ʊ.¹⁵/ʊ m		1 7 1 7 4	AXBYN	KEKYM	46	46.K.C 46.E.V 46.K.C 46.Y.V 46.M.c	2.0 1.5 1.75 1.3 0.8	kə.¹/əkʊ.¹⁵/ʊm	0	1656	k ə.¹/ə k - ʊ.¹⁵/ʊ m
9497	MRYKoshin2	horse	kə̀kʊ̂m /	kə̀kʊ̂m	k ə.¹/ə k ʊ.¹⁵/ʊ m		1 7 1 7 4	AXBYN	KEKYM	29	29.K.C 29.E.V 29.K.C 29.Y.V 29.M.c	2.0 1.5 1.75 1.3 0.8	kə.¹/əkʊ.¹⁵/ʊm	0	1656	k ə.¹/ə k - ʊ.¹⁵/ʊ m
9498	KCSKung3	horse	kə̀kèɲàm / ʊ̀kèɲàm	kə̀kèɲam	k ə.¹/ə k e.¹/e ɲ a.³/a m		1 7 1 7 4 7 4	AXBYBYN	KEKENAM	16	16.K.C 16.E.V 16.K.C 16.E.V 16.N.C 16.A.V 16.M.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	kə.¹/əke.¹/eɲa.³/am	0	1661	k ə.¹/ə - k e.¹/e ɲ a.³/a m
9499	NJSKung4	horse	kə̀kêːɲàm / ʊ̀kêːɲàm	kə̀kêːɲam	k ə.¹/ə k eː.⁵¹/eː ɲ a.³/a m		1 7 1 7 4 7 4	AXBYBYN	KEKENAM	38	38.K.C 38.E.V 38.K.C 38.E.V 38.N.C 38.A.V 38.M.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	kə.¹/əkeː.⁵¹/eːɲa.³/am	0	1661	k ə.¹/ə - k eː.⁵¹/eː ɲ a.³/a m
9500	ZKGKung1	horse	kéɲàm / úkéɲàm	kéɲam	k e.⁵/e ɲ a.³/a m		1 7 4 7 4	AXBYN	KENAM	49	49.K.C 49.E.V 49.N.C 49.A.V 49.M.c	2.0 1.5 1.75 1.3 0.8	ke.⁵/eɲa.³/am	0	1661	- - - k e.⁵/e ɲ a.³/a m
9501	NMNMundabli3	horse	kɔ́m~kɔ̄m / kɔ́m~kɔ̄m	kɔ́m	k ɔ.⁵/ɔ m		1 7 4	AXN	KUM	40	40.K.C 40.U.V 40.M.c	2.0 1.5 0.8	kɔ.⁵/ɔm	0	1656	k ɔ.⁵/ɔ - - - m
9502	CENMundabli2	horse	kɔ᷇ːm / kʷɔ᷇ːm	kɔ᷇ːm	k ɔː.⁵³/ɔː m		1 7 4	AXN	KUM	8	8.K.C 8.U.V 8.M.c	2.0 1.5 0.8	kɔː.⁵³/ɔːm	0	1656	k ɔː.⁵³/ɔː - - - m
9503	LFNMundabli1	horse	kɔ̄m / kɔ̄mbó	kɔ̄m	k ɔ.³/ɔ m		1 7 4	AXN	KUM	25	25.K.C 25.U.V 25.M.c	2.0 1.5 0.8	kɔ.³/ɔm	0	1656	k ɔ.³/ɔ - - - m
9504	NINMundabli4	horse	kɔ́m / kɔ́mbó	kɔ́m	k ɔ.⁵/ɔ m		1 7 4	AXN	KUM	37	37.K.C 37.U.V 37.M.c	2.0 1.5 0.8	kɔ.⁵/ɔm	0	1656	k ɔ.⁵/ɔ - - - m
9505	NGTMunken3	horse	àŋkèɲàm / bìŋkèɲàm	àŋkèɲam	a.¹/a ŋ k e.¹/e ɲ a.³/a m		7 4 1 7 4 7 4	XMBYBYN	ANKENAM	36	36.A.V 36.N.c 36.K.C 36.E.V 36.N.C 36.A.V 36.M.c	1.5 1.1 1.75 1.3 1.75 1.3 0.8	a.¹/aŋke.¹/eɲa.³/am	0	1661	- a.¹/a ŋ k e.¹/e ɲ a.³/a m
9506	NUNMunken4	horse	àŋkèɲàm / bìŋkèɲàm	àŋkèɲam	a.¹/a ŋ k e.¹/e ɲ a.³/a m		7 4 1 7 4 7 4	XMBYBYN	ANKENAM	43	43.A.V 43.N.c 43.K.C 43.E.V 43.N.C 43.A.V 43.M.c	1.5 1.1 1.75 1.3 1.75 1.3 0.8	a.¹/aŋke.¹/eɲa.³/am	0	1661	- a.¹/a ŋ k e.¹/e ɲ a.³/a m
9507	NEAMunken1	horse	àŋkèɲàm / bìŋkèɲàm	àŋkèɲam	a.¹/a ŋ k e.¹/e ɲ a.³/a m		7 4 1 7 4 7 4	XMBYBYN	ANKENAM	34	34.A.V 34.N.c 34.K.C 34.E.V 34.N.C 34.A.V 34.M.c	1.5 1.1 1.75 1.3 1.75 1.3 0.8	a.¹/aŋke.¹/eɲa.³/am	0	1661	- a.¹/a ŋ k e.¹/e ɲ a.³/a m
9508	TNTMunken2	horse	ànkɪ̀ɲàːm/bìnkɪ̀ɲàm ~ àŋkɪ̀ɲàːm/bìŋkɪ̀ɲàm	ànkɪ̀ɲàːm	a.¹/a n k ɪ.¹/ɪ ɲ aː.¹/aː m		7 4 1 7 4 7 4	XMBYBYN	ANKINAM	47	47.A.V 47.N.c 47.K.C 47.I.V 47.N.C 47.A.V 47.M.c	1.5 1.1 1.75 1.3 1.75 1.3 0.8	a.¹/ankɪ.¹/ɪɲaː.¹/aːm	0	1661	- a.¹/a n k ɪ.¹/ɪ ɲ aː.¹/aː m
9509	MCANgun3	horse	kə̀ŋkêɲàm~ àŋkêɲàm / bìŋkéɲàm	kə̀ŋkêɲam	k ə.¹/ə ŋ k e.⁵¹/e ɲ a.³/a m		1 7 4 1 7 4 7 4	AXMBYBYN	KENKENAM	26	26.K.C 26.E.V 26.N.c 26.K.C 26.E.V 26.N.C 26.A.V 26.M.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	kə.¹/əŋke.⁵¹/eɲa.³/am	0	1661	k ə.¹/ə ŋ k e.⁵¹/e ɲ a.³/a m
9510	KBMNgun4	horse	kə̀ŋkéɲàm / bìŋkéɲàm	kə̀ŋkéɲam	k ə.¹/ə ŋ k e.⁵/e ɲ a.³/a m		1 7 4 1 7 4 7 4	AXMBYBYN	KENKENAM	15	15.K.C 15.E.V 15.N.c 15.K.C 15.E.V 15.N.C 15.A.V 15.M.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	kə.¹/əŋke.⁵/eɲa.³/am	0	1661	k ə.¹/ə ŋ k e.⁵/e ɲ a.³/a m
9511	WCANgun1	horse	kə̀ŋkéɲàm ~kə̀ŋtéɲàːm / bìŋkéɲàːm	kə̀ŋkéɲam	k ə.¹/ə ŋ k e.⁵/e ɲ a.³/a m		1 7 4 1 7 4 7 4	AXMBYBYN	KENKENAM	48	48.K.C 48.E.V 48.N.c 48.K.C 48.E.V 48.N.C 48.A.V 48.M.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	kə.¹/əŋke.⁵/eɲa.³/am	0	1661	k ə.¹/ə ŋ k e.⁵/e ɲ a.³/a m
9512	AOMNgun2	horse	kə̀ŋkɛ̂ɲàːm / bìŋkɛ̂ɲàːm	kə̀ŋkɛ̂ɲàːm	k ə.¹/ə ŋ k ɛ.⁵¹/ɛ ɲ aː.¹/aː m		1 7 4 1 7 4 7 4	AXMBYBYN	KENKENAM	3	3.K.C 3.E.V 3.N.c 3.K.C 3.E.V 3.N.C 3.A.V 3.M.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	kə.¹/əŋkɛ.⁵¹/ɛɲaː.¹/aːm	0	1661	k ə.¹/ə ŋ k ɛ.⁵¹/ɛ ɲ aː.¹/aː m
9513	APBMumfu1	horse	kʊ̌ːm / kʊ̌ːmbə́	kʊ̌ːm	k ʊː.¹⁵/ʊː m		1 7 4	AXN	KYM	4	4.K.C 4.Y.V 4.M.c	2.0 1.5 0.8	kʊː.¹⁵/ʊːm	0	1656	k ʊː.¹⁵/ʊː - - - m
9514	DNMMumfu2	horse	kʊ̌ːm / kʊ̀mbə́	kʊ̌ːm	k ʊː.¹⁵/ʊː m		1 7 4	AXN	KYM	9	9.K.C 9.Y.V 9.M.c	2.0 1.5 0.8	kʊː.¹⁵/ʊːm	0	1656	k ʊː.¹⁵/ʊː - - - m
9515	BKBMashi2	horse	àkwǒm / bìkwǒ	àkwǒm	a.¹/a k w o.¹⁵/o m		7 1 6 7 4	XBCYN	AKWUM	6	6.A.V 6.K.C 6.W.C 6.U.V 6.M.c	1.5 1.75 1.5 1.3 0.8	a.¹/akwo.¹⁵/om	0	1656	- a.¹/a k w o.¹⁵/o m
9516	KFKMashi1	horse	àkwǒm / bìkwǒ	àkwǒm	a.¹/a k w o.¹⁵/o m		7 1 6 7 4	XBCYN	AKWUM	21	21.A.V 21.K.C 21.W.C 21.U.V 21.M.c	1.5 1.75 1.5 1.3 0.8	a.¹/akwo.¹⁵/om	0	1656	- a.¹/a k w o.¹⁵/o m
9517	ABSMissong1	horse	kɪ̀kwʊ́m / bìkwʊ́m	kɪ̀kwʊ́m	k ɪ.¹/ɪ k w ʊ.⁵/ʊ m		1 7 1 6 7 4	AXBCYN	KIKWYM	1	1.K.C 1.I.V 1.K.C 1.W.C 1.Y.V 1.M.c	2.0 1.5 1.75 1.5 1.3 0.8	kɪ.¹/ɪkwʊ.⁵/ʊm	0	1656	k ɪ.¹/ɪ k w ʊ.⁵/ʊ m
9518	AGAMissong2	horse	kɪ̀kwʊ́m / bìkwʊ́m	kɪ̀kwʊ́m	k ɪ.¹/ɪ k w ʊ.⁵/ʊ m		1 7 1 6 7 4	AXBCYN	KIKWYM	2	2.K.C 2.I.V 2.K.C 2.W.C 2.Y.V 2.M.c	2.0 1.5 1.75 1.5 1.3 0.8	kɪ.¹/ɪkwʊ.⁵/ʊm	0	1656	k ɪ.¹/ɪ k w ʊ.⁵/ʊ m
15385	NCCMumfu4	horse	kʊ̌ːm / kʊ̌ːm	kʊ̌ːm	k ʊː.¹⁵/ʊː m		1 7 4	AXN	KYM	31	31.K.C 31.Y.V 31.M.c	2.0 1.5 0.8	kʊː.¹⁵/ʊːm	0	1656	k ʊː.¹⁵/ʊː - - - m
15386	MEAMumfu3	horse	kʊ̌ːm / kʊ̌ːm	kʊ̌ːm	k ʊː.¹⁵/ʊː m		1 7 4	AXN	KYM	27	27.K.C 27.Y.V 27.M.c	2.0 1.5 0.8	kʊː.¹⁵/ʊːm	0	1656	k ʊː.¹⁵/ʊː - - - m
15837	NMSMissong4	horse	kɪ̀kʷʊ́m / bìkʷʊ́m	kɪ̀kʷʊ́m	k ɪ.¹/ɪ kʷ ʊ.⁵/ʊ m		1 7 1 7 4	AXBYN	KIKYM	41	41.K.C 41.I.V 41.K.C 41.Y.V 41.M.c	2.0 1.5 1.75 1.3 0.8	kɪ.¹/ɪkʷʊ.⁵/ʊm	0	1656	k ɪ.¹/ɪ kʷ - ʊ.⁵/ʊ m
15838	NDNMissong5	horse	kìkʊ́m / bìkʊ́m	kìkʊ́m	k i.¹/i k ʊ.⁵/ʊ m		1 7 1 7 4	AXBYN	KIKYM	33	33.K.C 33.I.V 33.K.C 33.Y.V 33.M.c	2.0 1.5 1.75 1.3 0.8	ki.¹/ikʊ.⁵/ʊm	0	1656	k i.¹/i k - ʊ.⁵/ʊ m
16287	BAAMashi4	horse	àkʷə̌ːm / bìkʷə̌ːm	àkʷə̌ːm	a.¹/a kʷ əː.¹⁵/əː m		7 1 7 4	XBYN	AKEM	5	5.A.V 5.K.C 5.E.V 5.M.c	1.5 1.75 1.3 0.8	a.¹/akʷəː.¹⁵/əːm	0	1656	- a.¹/a kʷ - əː.¹⁵/əː m
16288	NCMMashi5	horse	àkʷə̌m / bìkʷə̌ːm	àkʷə̌m	a.¹/a kʷ ə.¹⁵/ə m		7 1 7 4	XBYN	AKEM	32	32.A.V 32.K.C 32.E.V 32.M.c	1.5 1.75 1.3 0.8	a.¹/akʷə.¹⁵/əm	0	1656	- a.¹/a kʷ - ə.¹⁵/ə m
8837	NVBAbar7	house	òkpɪ́~ʊ́kpɪ́ / ɪ́kpɪ᷇ː	òkpɪ́	o.¹/o kp ɪ.⁵/ɪ		7 1 7	XBZ	UKI	44	44.U.V 44.K.C 44.I.V	1.5 1.75 0.8	o.¹/okpɪ.⁵/ɪ	0	1665	o.¹/o kp ɪ.⁵/ɪ
8838	ECLAbar8	house	ʊ̀kpɪ́ / kīkpɪ́~ɪ̀kpí	ʊ̀kpɪ́	ʊ.¹/ʊ kp ɪ.⁵/ɪ		7 1 7	XBZ	YKI	11	11.Y.V 11.K.C 11.I.V	1.5 1.75 0.8	ʊ.¹/ʊkpɪ.⁵/ɪ	0	1665	ʊ.¹/ʊ kp ɪ.⁵/ɪ
8839	NMAAbar1	house	ʊ̀kpɪ́ / ɪ́kpɪ́	ʊ̀kpɪ́	ʊ.¹/ʊ kp ɪ.⁵/ɪ		7 1 7	XBZ	YKI	39	39.Y.V 39.K.C 39.I.V	1.5 1.75 0.8	ʊ.¹/ʊkpɪ.⁵/ɪ	0	1665	ʊ.¹/ʊ kp ɪ.⁵/ɪ
8840	NACAbar2	house	ʊ̀kpɪ́ / kìkpɪ́	ʊ̀kpɪ́	ʊ.¹/ʊ kp ɪ.⁵/ɪ		7 1 7	XBZ	YKI	30	30.Y.V 30.K.C 30.I.V	1.5 1.75 0.8	ʊ.¹/ʊkpɪ.⁵/ɪ	0	1665	ʊ.¹/ʊ kp ɪ.⁵/ɪ
8841	NEMAjumbu9	house	vùò / kə̀vúólə́	vùò	v u.¹/u o.¹/o		3 7 7	AXZ	BYU	35	35.B.C 35.Y.V 35.U.V	2.0 1.5 0.8	vu.¹/uo.¹/o	0	1679	v u.¹/u o.¹/o -
8842	NVIAjumbu1	house	vô / kə́vólə́~vwô / kə́vwólə́	vô	v o.⁵¹/o		3 7	AX	BU	45	45.B.C 45.U.V	2.0 1.5	vo.⁵¹/o	0	1679	v - o.⁵¹/o -
8843	KMNAjumbu2	house	vwò / kə́vwólə́	vwò	v w o.¹/o		3 6 7	ACX	BWU	24	24.B.C 24.W.C 24.U.V	2.0 1.5 1.5	vwo.¹/o	0	1679	v w o.¹/o -
8844	KDCAjumbu10	house	vʷòl / kə́vʷólə́	vʷòl	vʷ o.¹/o l		3 7 5	AXN	BUL	18	18.B.C 18.U.V 18.L.c	2.0 1.5 0.8	vʷo.¹/ol	0	1679	vʷ - o.¹/o l
8845	ENBBiya1	house	ʊ̀kpó / kə̀kpó	ʊ̀kpó	ʊ.¹/ʊ kp o.⁵/o		7 1 7	XBZ	YKU	12	12.Y.V 12.K.C 12.U.V	1.5 1.75 0.8	ʊ.¹/ʊkpo.⁵/o	0	1665	ʊ.¹/ʊ kp o.⁵/o
8846	ICNBiya2	house	ʊ̀kpə́ / ɪ̀kpə́	ʊ̀kpə́	ʊ.¹/ʊ kp ə.⁵/ə		7 1 7	XBZ	YKE	13	13.Y.V 13.K.C 13.E.V	1.5 1.75 0.8	ʊ.¹/ʊkpə.⁵/ə	0	1665	ʊ.¹/ʊ kp ə.⁵/ə
8847	NNBBuu3	house	gbâ / kə́zâːtə́~kə́dᶻâːtə́~kə́dᶻâːtə́nə́	gbâ	gb a.⁵¹/a		1 7	AX	KA	42	42.K.C 42.A.V	2.0 1.5	gba.⁵¹/a	0	1665	- gb a.⁵¹/a
8848	MNJBuu4	house	gbâː / kə́záːtə́~kə́dzáːtə́	gbâː	gb aː.⁵¹/aː		1 7	AX	KA	28	28.K.C 28.A.V	2.0 1.5	gbaː.⁵¹/aː	0	1665	- gb aː.⁵¹/aː
8849	KEMBuu1	house	gbâː / dzâː	gbâː	gb aː.⁵¹/aː		1 7	AX	KA	20	20.K.C 20.A.V	2.0 1.5	gbaː.⁵¹/aː	0	1665	- gb aː.⁵¹/aː
8850	KCYBuu2	house	gbâ / dzâ	gbâ	gb a.⁵¹/a		1 7	AX	KA	17	17.K.C 17.A.V	2.0 1.5	gba.⁵¹/a	0	1665	- gb a.⁵¹/a
8851	KHKFang12	house	jʊ̀ː / jʊ́	jʊ̀ː	j ʊː.¹/ʊː		6 7	AX	JY	22	22.J.C 22.Y.V	2.0 1.5	jʊː.¹/ʊː	0	1671	- j ʊː.¹/ʊː
8852	DPNFang13	house	jʊ̀ / jʊ́	jʊ̀	j ʊ.¹/ʊ		6 7	AX	JY	10	10.J.C 10.Y.V	2.0 1.5	jʊ.¹/ʊ	0	1671	- j ʊ.¹/ʊ
8853	KDVFang1	house	yʊ̄ / yʊ́	yʊ̄	j ʊ.³/ʊ		6 7	AX	JY	19	19.J.C 19.Y.V	2.0 1.5	jʊ.³/ʊ	0	1671	- j ʊ.³/ʊ
8854	KJSFang2	house	yʊ̀ / yʊ́	yʊ̀	j ʊ.¹/ʊ		6 7	AX	JY	23	23.J.C 23.Y.V	2.0 1.5	jʊ.¹/ʊ	0	1671	- j ʊ.¹/ʊ
8855	JGYKoshin3	house	bíà / zíà	bíà	b i.⁵/i a.¹/a		1 7 7	AXZ	PIA	14	14.P.C 14.I.V 14.A.V	2.0 1.5 0.8	bi.⁵/ia.¹/a	0	1675	b i.⁵/i a.¹/a
8856	TELKoshin4	house	bíà / zíà	bíà	b i.⁵/i a.¹/a		1 7 7	AXZ	PIA	46	46.P.C 46.I.V 46.A.V	2.0 1.5 0.8	bi.⁵/ia.¹/a	0	1675	b i.⁵/i a.¹/a
8857	MRYKoshin2	house	gbyâ /  zíà (gbíyà - zíyà)	gbyâ	gb j a.⁵¹/a		1 6 7	ACX	KJA	29	29.K.C 29.J.C 29.A.V	2.0 1.5 1.5	gbja.⁵¹/a	0	1671	gb j a.⁵¹/a
8858	KCSKung3	house	ndɛ᷇ː / sə̀ndɛ̄ː	ndɛ᷇ː	n d ɛː.⁵³/ɛː		4 1 7	ACZ	NTE	16	16.N.C 16.T.C 16.E.V	2.0 1.5 0.8	ndɛː.⁵³/ɛː	0	1668	n d ɛː.⁵³/ɛː
8859	NJSKung4	house	ndɛ́ / sə́ndɛ́	ndɛ́	n d ɛ.⁵/ɛ		4 1 7	ACZ	NTE	38	38.N.C 38.T.C 38.E.V	2.0 1.5 0.8	ndɛ.⁵/ɛ	0	1668	n d ɛ.⁵/ɛ
8860	ZKGKung1	house	ndɛ́ /sə́ndɛ́	ndɛ́	n d ɛ.⁵/ɛ		4 1 7	ACZ	NTE	49	49.N.C 49.T.C 49.E.V	2.0 1.5 0.8	ndɛ.⁵/ɛ	0	1668	n d ɛ.⁵/ɛ
8861	BNMKung2	house	ndɛ́ː / sə̀ndɛ̄ː	ndɛ́ː	n d ɛː.⁵/ɛː		4 1 7	ACZ	NTE	7	7.N.C 7.T.C 7.E.V	2.0 1.5 0.8	ndɛː.⁵/ɛː	0	1668	n d ɛː.⁵/ɛː
8862	NMNMundabli3	house	gbò / dzò	gbò	gb o.¹/o		1 7	AX	KU	40	40.K.C 40.U.V	2.0 1.5	gbo.¹/o	0	1665	- gb o.¹/o
8863	CENMundabli2	house	gbôː / dzôː	gbôː	gb oː.⁵¹/oː		1 7	AX	KU	8	8.K.C 8.U.V	2.0 1.5	gboː.⁵¹/oː	0	1665	- gb oː.⁵¹/oː
8864	LFNMundabli1	house	gbô / dzɔ̂	gbô	gb o.⁵¹/o		1 7	AX	KU	25	25.K.C 25.U.V	2.0 1.5	gbo.⁵¹/o	0	1665	- gb o.⁵¹/o
8865	NINMundabli4	house	gbô / dzɔ̄yɛ́n	gbô	gb o.⁵¹/o		1 7	AX	KU	37	37.K.C 37.U.V	2.0 1.5	gbo.⁵¹/o	0	1665	- gb o.⁵¹/o
8866	NGTMunken3	house	ʊ́kpɪ́ / ɪ́kpɪ̂sə́	ʊ́kpɪ́	ʊ.⁵/ʊ kp ɪ.⁵/ɪ		7 1 7	XBZ	YKI	36	36.Y.V 36.K.C 36.I.V	1.5 1.75 0.8	ʊ.⁵/ʊkpɪ.⁵/ɪ	0	1665	ʊ.⁵/ʊ kp ɪ.⁵/ɪ
8867	NUNMunken4	house	ʊ́kpé / ɪ́kpé~ɪ́kpéyɛ̂	ʊ́kpé	ʊ.⁵/ʊ kp e.⁵/e		7 1 7	XBZ	YKE	43	43.Y.V 43.K.C 43.E.V	1.5 1.75 0.8	ʊ.⁵/ʊkpe.⁵/e	0	1665	ʊ.⁵/ʊ kp e.⁵/e
8868	NEAMunken1	house	ʊ́kpé / ɪ́kpé	ʊ́kpé	ʊ.⁵/ʊ kp e.⁵/e		7 1 7	XBZ	YKE	34	34.Y.V 34.K.C 34.E.V	1.5 1.75 0.8	ʊ.⁵/ʊkpe.⁵/e	0	1665	ʊ.⁵/ʊ kp e.⁵/e
8869	TNTMunken2	house	ʊ̀kpɪ́ / ɪ̀kpɪ́	ʊ̀kpɪ́	ʊ.¹/ʊ kp ɪ.⁵/ɪ		7 1 7	XBZ	YKI	47	47.Y.V 47.K.C 47.I.V	1.5 1.75 0.8	ʊ.¹/ʊkpɪ.⁵/ɪ	0	1665	ʊ.¹/ʊ kp ɪ.⁵/ɪ
8870	MCANgun3	house	ʊ̀kpó~fìntɛ̀nə́ / ʊ̀kpó~ɪ̀kpó	ʊ̀kpó	ʊ.¹/ʊ kp o.⁵/o		7 1 7	XBZ	YKU	26	26.Y.V 26.K.C 26.U.V	1.5 1.75 0.8	ʊ.¹/ʊkpo.⁵/o	0	1665	ʊ.¹/ʊ kp o.⁵/o
8871	KBMNgun4	house	ʊ́kpó / àkpó~ɪ́kpó	ʊ́kpó	ʊ.⁵/ʊ kp o.⁵/o		7 1 7	XBZ	YKU	15	15.Y.V 15.K.C 15.U.V	1.5 1.75 0.8	ʊ.⁵/ʊkpo.⁵/o	0	1665	ʊ.⁵/ʊ kp o.⁵/o
8872	WCANgun1	house	ʊ́kpō ~ ʊ́kpœ̄/ yíkpó  ~ kə́kpō	ʊ́kpō	ʊ.⁵/ʊ kp o.³/o		7 1 7	XBZ	YKU	48	48.Y.V 48.K.C 48.U.V	1.5 1.75 0.8	ʊ.⁵/ʊkpo.³/o	0	1665	ʊ.⁵/ʊ kp o.³/o
8873	AOMNgun2	house	ʊ̀kpœ́ / ɪ̀kpœ́	ʊ̀kpœ́	ʊ.¹/ʊ kp œ.⁵/œ		7 1 7	XBZ	YKU	3	3.Y.V 3.K.C 3.U.V	1.5 1.75 0.8	ʊ.¹/ʊkpœ.⁵/œ	0	1665	ʊ.¹/ʊ kp œ.⁵/œ
8874	APBMumfu1	house	gbâː / dzâː	gbâː	gb aː.⁵¹/aː		1 7	AX	KA	4	4.K.C 4.A.V	2.0 1.5	gbaː.⁵¹/aː	0	1665	- gb aː.⁵¹/aː
8875	DNMMumfu2	house	gbâː / zâː	gbâː	gb aː.⁵¹/aː		1 7	AX	KA	9	9.K.C 9.A.V	2.0 1.5	gbaː.⁵¹/aː	0	1665	- gb aː.⁵¹/aː
8876	BKBMashi2	house	tsō / tsó	tsō	ts o.³/o		2 7	AX	CU	6	6.C.C 6.U.V	2.0 1.5	tso.³/o	0	1665	- ts o.³/o
8877	KFKMashi1	house	tsō / tsó	tsō	ts o.³/o		2 7	AX	CU	21	21.C.C 21.U.V	2.0 1.5	tso.³/o	0	1665	- ts o.³/o
8878	ABSMissong1	house	ʊ́kpêː / kíkpéːlə̄	ʊ́kpêː	ʊ.⁵/ʊ kp eː.⁵¹/eː		7 1 7	XBZ	YKE	1	1.Y.V 1.K.C 1.E.V	1.5 1.75 0.8	ʊ.⁵/ʊkpeː.⁵¹/eː	0	1665	ʊ.⁵/ʊ kp eː.⁵¹/eː
8879	AGAMissong2	house	ókpê / íkpéyī	ókpê	o.⁵/o kp e.⁵¹/e		7 1 7	XBZ	UKE	2	2.U.V 2.K.C 2.E.V	1.5 1.75 0.8	o.⁵/okpe.⁵¹/e	0	1665	o.⁵/o kp e.⁵¹/e
15387	NCCMumfu4	house	gbâː / zâː	gbâː	gb aː.⁵¹/aː		1 7	AX	KA	31	31.K.C 31.A.V	2.0 1.5	gbaː.⁵¹/aː	0	1665	- gb aː.⁵¹/aː
15388	MEAMumfu3	house	gbâː / zâː	gbâː	gb aː.⁵¹/aː		1 7	AX	KA	27	27.K.C 27.A.V	2.0 1.5	gbaː.⁵¹/aː	0	1665	- gb aː.⁵¹/aː
15839	NMSMissong4	house	ókpê ~ ʊ́kpê / ɪ́kpê~ɪ́kpɪ̂	ókpê	o.⁵/o kp e.⁵¹/e		7 1 7	XBZ	UKE	41	41.U.V 41.K.C 41.E.V	1.5 1.75 0.8	o.⁵/okpe.⁵¹/e	0	1665	o.⁵/o kp e.⁵¹/e
15840	NDNMissong5	house	ʊ́kpê / íkpê~kíkpélə̄	ʊ́kpê	ʊ.⁵/ʊ kp e.⁵¹/e		7 1 7	XBZ	YKE	33	33.Y.V 33.K.C 33.E.V	1.5 1.75 0.8	ʊ.⁵/ʊkpe.⁵¹/e	0	1665	ʊ.⁵/ʊ kp e.⁵¹/e
16289	BAAMashi4	house	tsōː / tsóː	tsōː	ts oː.³/oː		2 7	AX	CU	5	5.C.C 5.U.V	2.0 1.5	tsoː.³/oː	0	1665	- ts oː.³/oː
16290	NCMMashi5	house	tsōː / tsó	tsōː	ts oː.³/oː		2 7	AX	CU	32	32.C.C 32.U.V	2.0 1.5	tsoː.³/oː	0	1665	- ts oː.³/oː
2274	NVBAbar7	intestine	kɪ̀já / ɪ̀já	kɪ̀já	k ɪ.¹/ɪ j a.⁵/a		1 7 6 7	AXBZ	KIJA	44	44.K.C 44.I.V 44.J.C 44.A.V	2.0 1.5 1.75 0.8	kɪ.¹/ɪja.⁵/a	0	1680	k ɪ.¹/ɪ j - - a.⁵/a
2275	ECLAbar8	intestine	kɪ̀já~ìjá / bìjá~ìjá	kɪ̀já	k ɪ.¹/ɪ j a.⁵/a		1 7 6 7	AXBZ	KIJA	11	11.K.C 11.I.V 11.J.C 11.A.V	2.0 1.5 1.75 0.8	kɪ.¹/ɪja.⁵/a	0	1680	k ɪ.¹/ɪ j - - a.⁵/a
