	a11londo	a121mbonge	a122bakundu	a141lefo	a151nkongho	a15ambuu	a15bmiengenwmanenguba	a15cakossi	a15celungcentralmanenguba	a15cmkaa	a15manenguba	a22bakweri	a24duala	a27malimba	a31bubi	a32cbatanga	a33ayasa	a34benga	a41barombikang	a42abo	a43abasaa	a44tunen	a45nyokon	a462yambeta	a46nomaande	a51bafiamaja	a53bafiarikpa	a54tibea	a601tuki	a61ngoroasom	a61ngorobisoo	a61ngorolunda	a621nubaca	a622nugunu	a62anuasue	a62anukalonge	a62bmmala	a62clibie	a63mangisa	a71eton	a72aewondo	a74abulu	a75afangbitam	a75afangmedouneu	a75afangminvoul	a803shiwa	a81kwasio	a832bekol	a83mekaa	a841badwe	a84njem	a85bbekwilmakokou	a85bbekwilmv	a86cmpiemo	a87bomwali	a91kwakum	a93kako	aghemgrassfields	b11ampongwe	b11borungu	b11cgalwa	b11ddyumba	b11fenenga	b201ndasa	b202sigu	b203samaye	b204ndambomoli	b204ndambomomassoukou	b204ndambomombadi	b21seki	b22akele	b22bkoya	b22bngom	b22emwesa	b23mbangwe	b24wumbvu	b251shake	b252mahongwe	b25kota	b301viya	b302himba	b304pinzi	b305vove	b31tsogo	b32kande	b404ngubi	b41shira	b42sangumb	b42sangumi	b43punu	b44lumbu	b501wanzie	b501wanzimo	b503vili	b51duma	b51dumala	b52nzebi	b53tsaangipoungi	b601lempini	b602kaninginord	b602kaningisud	b62mbaama	b63ndumu	b701atsitsege	b71aibtekeibalicongo	b71aletekeleconi	b71atekedj	b71atekeos	b77bfumu	b78wuumu	b81tiene	b82buma	b84mbunda	b85dnsongo	b85emput	b85yanzi	b861ngul	b862lwel	b863pindi	b864ngong	b865nzadi	b86dinga	b86dzing	bamungrassfields	bilejarawan	bwazzajarawan	c101baboledz	c101baboleep	c101babolema	c104aka	c105mbenga	c141bonyala	c142mondongo	c15bongili	c21ngare	c22akwa	c24koyo	c25abunji	c25bolee	c25condinga	c25eeboyi	c25mboshi	c302bolondo	c322zamba	c323mpama	c32bobangi	c34sakata	c36dlingala	c36gmonyongo	c36gmosange	c37ebudza	c401babati1919	c401pakabete	c412libobi	c41ngombe	c42ebwela	c43abaati	c44bwa	c52soko	c52soko1919	c54turumba1919	c55lokele	c61ekonda	c61mongo	c71tetela	c76ombo	c81dengese	c83bushong	c85wongo	d11mbole	d12lengola	d13metoko	d14enya	d201liko	d20bvamba1919	d211kango	d21baali	d23kibirakumu1919	d24songola	d25lega	d28holoholo	d304homa1919	d305nyangali	d308bodo2	d308ebodo	d311bila	d313mbuttu1919	d32bira	d32birabunia	d331bvanuma	d333ndaaka	d334mbo	d33nyali	d43nyanga	d55buyu	dugurijarawan	e46sonjo	e51kikuyu	e52embu	e52mbeere	e531muthambi	e531mwimbi	e53igoji	e53imenti	e53meru	e53meruimenti	e53merutig	e53miutini	e53tigania	e541chuka	e54tharaka	e55kamba	e55kambakitu	e55kambamach	e56daiso	e621bmachame	e621csiha	e621dkibosho	e622akimochi	e622clema	e622cmamba	e622cvunjo	e623akiseri	e623dkeni	e623mkuu	e64kahe	e65gweno	e701elwana	e71aupperpokomo	e72agiryama	e73digo	e74adawida	e74atuveta	f12bende	f21ntuzu	f21sukuma	f22nyamwezi	f23sumbwa	f24kimbu	f25bungu	f31nyiramba	f32nyaturucha	f32nyaturuwil	f33langi	fefegrassfields	g11gogo	g12kagulu	g22anorthpare	g22asu	g22bsouthpare	g23sambaa	g24bondei	g31zigua	g32doe	g32kwere	g33zaramo	g34nguungulu	g35luguru	g36kami	g37kutu	g39saghala	g401mwani	g412mwiini	g41bajuni	g42aamu	g42dunguja	g42swahili	g43kae	g44angazija	g44bndzwani	g44dmaore	g51pogoro	g52ndamba	g61sangu	g62hehe	g63bena	g64pangwa	g65kinga	g66wanji	h111hangala	h11beembe	h12civilicongo	h131kisundicongokimongo1988	h13kikunyi1989	h16akisikongo2013	h16akisolongodrc2012	h16bkindibu2013	h16cilinji	h16cimbala	h16cizobe	h16ckiyombedrc1982	h16cyombe	h16dciwoyodrc2012	h16flaadi	h16gkimpangu2012	h16gntandu	h16hkinkanu2012	h16kikongo	h16kimbatangidinga	h16kimbeko	h21akimbundu	h31yaka	h321soonde	h32suku	h41mbala	h42hunganna	jd53shi	jd62rundi	jd64shubi	jd65hangaza	jd66kiha	jd67kivinza	je11runyoro	je12rutooro	je13runyankore	je14rukiga	je15luganda	je16lusoga	je17gwere	je21runyambo	je22haya	je23zinza	je24kerebe	je25jita	je25kilegi	je25mkwaya	je31cbukusu	je31lumasaaba	je32luyia	je34samialugwe	je401ngoreme	je402ikizu	je403suba	je404shasi	je41maragoli	je42gusii	je43kuria	je43kuriamago	je43kuriatari	je44zanaki	je45nata	k11ciokwe	k14lwena	k15mbunda	k21lozi	k31luyana	k332rumanyo	k33kwangali	komgrassfields	kulungjarawan	l11pende	l12bholu	l13kwese	l221lwalwa	l23songe	l31alubakasai	l32kanyok	l33lubashaba	l34hemba	l35sanga	l41kaonde	l51salampasu	l52lunda	l53runda	l62nkoya	m11pimbwe	m12lungwa	m13fipa	m14rungu	m15mambwe	m21ndali	m21wanda	m22namwanga	m23nyiha	m24malila	m25safwa	m28lambya	m31nyakyusa	m41taabwa	m42bemba	m52lala	m54lamba	m61lenje	m62soli	m64tonga	mbulajarawan	moghamograssfields	mungakagrassfields	n11manda	n12ngoni	n13matengo	n14mpoto	n21tumbukamalawi	n31chewa	n42kunda	njengrassfields	okugrassfields	p11ndengeleko	p12rufiji	p13matumbi	p14ngindo	p15mbunga	p21yao	p22mwera	p23simakonde	p25mabia	p31emakhua	p31gikorovere	r11umbundu	r21kwanyama	r22ndonga	r31herero	s11shona	s16kalanga	s21venda	s311shekgalagari	s31tswana	s41xhosa	s42zulu	s44ndebele	s51tshwa	s53tsonga	tivtivoid	zaambojarawan
tɬʼ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
tʃ	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	4	0	4	5	3	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	3	4	0	0	0	1	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0	2	5	6	6	4	3	0	0	6	4	6	0	2	2	2	2	1	0	4	4	5	5	0	0	0	0	0	7	0	0	0	0	0	0	0	3	5	0	2	2	6	10	6	7	9	4	8	0	5	8	10	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	2	0	0	0	0	0	0	6	5	4	3	4	1	8	1	4	2	5	8	2	7	8	1	0	4	4	2	0	2	4	0	1	1	3	0	0	0	0	2	1	1	2	4	2	4	1	1	5	4	3	3	1	3	13	1	7	7	6	0	0	0	1	7	0	1	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	3	2	0	0	0	1	0	0	1	8	2	4	3	1	5	0	6	0	1	5	1	0	0	0	1	0	0	8	9	0	7	4	0	0	0	1	4	0	3	0	0	0	0	0	0	0	0	1	3	0	4	0	5	0	1	3	2	3	0	5	6	7	6	0	0	0	3	0	0	0	0	0	1	7	0	0	0	0	2	8	0	2	7	4	4	3	4	0	0	0	5	0	8	1	6	2	0	0	0	0	0	0	2	1	4	1	1	1	2	4	0	0	0	0
tʃʰ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tʃʼ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tʰ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	3	1	3	2	1	0	0	0	0	0
tʷ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tʼ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
t̪	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
t̪ʰ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u	17	21	15	34	19	25	24	28	20	14	15	14	24	29	13	18	28	29	13	13	11	26	35	27	22	8	17	10	24	23	25	23	29	28	48	41	35	43	21	26	16	25	21	22	21	19	33	31	24	15	13	16	13	12	17	20	23	30	9	9	9	3	16	75	35	19	35	30	37	24	8	35	32	28	46	71	41	20	13	13	7	5	20	9	10	59	77	75	66	77	75	62	71	53	63	51	57	53	29	46	61	24	46	43	84	32	33	33	68	58	26	31	23	33	49	26	23	17	48	22	18	31	24	38	60	70	16	16	19	27	19	13	14	9	13	19	19	17	13	14	21	12	25	30	16	22	28	17	15	14	26	25	14	14	33	15	10	16	9	9	15	12	16	11	12	30	11	19	58	14	39	24	69	30	55	45	48	24	69	14	6	51	20	38	35	24	33	32	45	21	37	53	16	38	43	45	15	21	20	19	18	17	17	22	44	74	83	18	73	57	72	11	14	17	21	37	42	39	35	48	41	46	41	40	46	33	33	12	47	54	41	58	41	49	19	53	17	41	56	61	24	73	72	61	24	40	35	38	38	37	53	59	45	48	49	42	44	52	44	32	43	47	46	46	56	45	43	44	46	43	37	56	56	54	70	58	42	71	63	52	77	61	62	59	54	47	44	54	42	59	61	55	40	50	51	47	56	46	48	55	60	43	66	66	60	52	66	75	77	70	93	81	49	52	48	49	65	52	42	53	49	46	53	50	48	48	39	52	54	36	21	28	24	56	59	12	29	34	32	48	34	38	36	44	56	54	20	57	14	51	40	65	39	63	63	69	71	50	64	34	59	44	66	62	44	69	80	77	44	71	56	65	78	57	53	37	55	68	63	79	84	75	55	45	60	63	18	28	47	53	54	51	53	36	29	16	14	59	46	27	37	52	45	47	52	45	44	34	38	43	53	56	54	43	48	6	12	60	55	39	33	36	38	54
uˀ	0	0	0	1	5	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uː	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	18	0	0	0	0	8	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	3	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	3	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
